fid;osm_id;osm_type;name;healthcare;amenity;speciality;emergency;operator;operator_type;phone;website;addr_street;addr_housenumber;addr_suburb;addr_city;addr_postcode;wheelchair;longitude;latitude
8870;1022091131;way;Hospital Unimed Sudoeste Paulista;hospital;hospital;;yes;;;+ 55 15 3526-6060;https://www.unimedsudoestepaulista.coop.br/hospital-unimed;Rua Laudelina Loureiro de Melo;1046;Jardim Santa Marina;Itapeva;18401-340;;-48.8684693;-23.9705019
10604;1377572652;way;Unidade Básica de Saúde da Família;clinic;clinic;;;;;;;;;;;;;-48.8338747;-23.9071812
10767;1414694478;way;Hospital Municipal de São José de Itaberá;hospital;hospital;;;;;;;;;;;;;-49.1373983;-23.8644034
6532;544768821;way;Santa Casa de Misericórdia;hospital;hospital;;yes;;;;;;;;;;;-44.9614548;-23.0797962
6576;546865203;way;SAMU;clinic;clinic;;;;;;;;;;;;;-44.9609718;-23.0837095
8212;840007781;way;;dentist;dentist;;;;;;;;;;;;;-44.9608735;-23.079321
8204;840004409;way;Laboratório Biogenesis;laboratory;;;;;;;;;;;;;;-44.9608374;-23.0793801
8205;840004415;way;;dentist;dentist;;;;;;;;;;;;;-44.9606827;-23.0784043
8206;840004416;way;;dentist;dentist;;;;;;;;;;;;;-44.9605895;-23.0782785
8210;840007759;way;;clinic;clinic;;;;;;;;;;;;;-44.9602075;-23.0746198
8209;840004428;way;Drogaria Pequi;pharmacy;pharmacy;;;;;;;;;;;;;-44.9600209;-23.0748743
6549;545456942;way;;clinic;clinic;;;;;;;;;;;;;-44.9598981;-23.0769125
1169;4527221782;node;Drogaria Central;pharmacy;pharmacy;;;;;;;Rua João Manoel Rodrigues;;;;;;-44.9595653;-23.0742749
8207;840004420;way;Farmacia Popular;pharmacy;pharmacy;;;;;;;;;;;;;-44.9591757;-23.0742653
8208;840004425;way;;dentist;dentist;;;;;;;;;;;;;-44.9587012;-23.0747394
8211;840007772;way;;dentist;dentist;;;;;;;;;;;;;-44.9577763;-23.0758579
6562;546611609;way;;clinic;clinic;;;;;;;;;;;;;-44.9541708;-23.0774434
6020;440881468;way;Pronto Socorro Municipal de Pinhalzinho;hospital;hospital;general;yes;;;;;;;;;;;-46.5824844;-22.783299
4629;13289322257;node;Unidade de Saúde da Família Tibiriçá;clinic;clinic;;;;;(14) 3279-1156;;Rua Carmello Zamataro;S/N;Tibiriçá;Distrito de Tibiriçá;17110-025;;-49.2190739;-22.2362205
10949;1450419846;way;Unidade Básica de Saúde Gasparini;clinic;clinic;;;;;(14) 3277-4111;;Av. Aparecida Inês Chrispim de Matos;2-00;Gasparini;Bauru;17022-420;;-49.0866393;-22.2796775
10611;1378829821;way;USF Vargem Limpa;clinic;clinic;;;;;;;;;;;;;-49.0550346;-22.2698326
10783;1415748732;way;Maternidade Santa Isabel;hospital;hospital;;;;;(14) 3213-2800;https://msi.famesp.org.br/;Rua Araújo Leite;26-27;Vila Universitária;;17012-055;;-49.0652207;-22.3342966
10925;1448261131;way;Unidade de Saúde da Família - Vila São Paulo;clinic;clinic;;;;;(14) 3237-4647;;Rua Gaudêncio Piola;4-00;Vila São Paulo;Bauru;17022-113;;-49.0690321;-22.2787695
10939;1450394452;way;Ambulatório Municipal de Fisioterapia;physiotherapist;;;;;;(14) 3223-2472;;Avenida Nações Unidas;26-80;Jardim Panorama;Bauru;17012-230;;-49.0556793;-22.3341341
10940;1450404690;way;Unidade de Saúde da Família Pousada da Esperança II;clinic;clinic;;;;;(14) 3281-1746;;Rua Antônio Jerônimo da Silva;1-105;Pousada da Esperança II;Bauru;17022-670;;-49.074957;-22.2687951
10942;1450408962;way;Unidade de Saúde da Família Nova Bauru;clinic;clinic;;;;;(14)  3223-2280;;Rua Lúcia Boni São Pedro;2-154;Nova Bauru;Bauru;17022-152;;-49.0664285;-22.2671754
10943;1450409937;way;Unidade de Saúde da Família Godoy;clinic;clinic;;;;;(14) 3237-5065;;Alameda Flor do Amor;10;Jardim Godoy;Bauru;17021-270;;-49.0765185;-22.2997696
10946;1450416366;way;Unidade Básica de Saúde Cardia;clinic;clinic;;;;;(14) 3232-9354;;Rua Ezequiel Ramos;11-78;Vila cardia;Bauru;17010-021;;-49.0654684;-22.3191473
9651;1181007213;way;IONG Instituto de Ouvido Nariz e Garganta;doctor;doctors;;;;;;;;;;;;;-49.0632454;-22.3316844
3122;10281364311;node;Policlinica;clinic;clinic;;;;;;;Rua Maria José;;;;;;-49.0625131;-22.3342417
3121;10276571709;node;Instituto Terapêutico ABA;clinic;clinic;;;;;;;Rua Vereador Joaquim da Silva Martha;22-70;;;;;-49.0611019;-22.3300391
10332;1319715045;way;Centro de Avaliação e Reabilitação e Psicologia;clinic;clinic;;;;;;;Rua Manoel Bento da Cruz;1885;;Bauru;;;-49.0597801;-22.3255684
6859;585464733;way;Drogal;pharmacy;pharmacy;;;;;;;;;;;;;-49.0574189;-22.3259244
10341;1319811835;way;Clínica de Distúrbios do Sono;clinic;clinic;;;;;;;Rua Albino Tambara;518;;Bauru;;;-49.0564378;-22.335082
6858;585283440;way;Casa Da Mulher;clinic;clinic;gynaecology;;;;;;Avenida Nações Unidas;27-28;;Bauru;;;-49.0554484;-22.3345842
3997;12211071375;node;Banco de Leite Humano de Bauru;clinic;clinic;;;;;(14) 3234-3968;;Avenida Nações Unidas;27-28;Jardim Panorama;Bauru;17012-202;;-49.055384;-22.3344933
10329;1319698762;way;Centro de Especialidades Odontológicas - CEO;dentist;dentist;orthodontics;;;;(14) 3214-4678;;Rua Henrique Savi;437;Vila Nova Cidade Universitária;Bauru;17012-205;;-49.0548948;-22.3355912
10430;1333565822;way;Drogasil;pharmacy;pharmacy;;;;;;;Alameda Doutor Octávio Pinheiro Brisola;;;;;yes;-49.0636306;-22.3317393
9222;1093501368;way;Unidade Básica de Saúde Beija Flor;clinic;clinic;;;;;(14) 3237-3799;;Rua Professora Julieta Guedes Mendonça;1-00;Beija Flor;Bauru;17025-500;;-49.0504672;-22.3048506
9310;1109883249;way;;pharmacy;pharmacy;;;;;;;;;;;;;-49.045558;-22.2964524
9309;1109883248;way;Farmácia Nissei;pharmacy;pharmacy;;;;;0800 643 6464;https://www.farmaciasnissei.com.br/?utm_source=google&utm_medium=gmb-perfil&utm_campaign=locasty_00430;Avenida Doutor Marcos de Paula Raphael;1025;;Núcleo Habitacional Mary Dota;17026-000;;-49.0452959;-22.2971352
9308;1109883245;way;;pharmacy;pharmacy;;;;;;;;;;;;;-49.0447294;-22.2972649
9307;1109883242;way;;pharmacy;pharmacy;;;;;;;;;;;;;-49.0446233;-22.2974938
6507;544052702;way;UPA Mary Dota;hospital;hospital;general;yes;;;(14) 3109-2460;;Rua Pedro Salvador;2;Núcleo Habitacional Mary Dota;;17026-390;;-49.0442574;-22.2915085
6829;584098968;way;Unidade Básica de Saúde Mary Dota;clinic;clinic;"general;paediatrics;gynaecology";;;;(14) 3109-2479;;Rua Pedro Prata de Oliveira;5-45;Núcleo Habitacional Mary Dota;Bauru;17026-390;;-49.0441171;-22.2918629
7841;732496070;way;Unidade Básica de Saúde Chapadão Mendonça;clinic;clinic;;;;;(014) 3223-5444;;Rua Arlindo Pinto Ferreira;1-15;Jardim Chapadão;Bauru;17026-710;;-49.0380141;-22.2974367
7948;772058158;way;;pharmacy;pharmacy;;;;;;;;;;;;;-49.0341009;-22.3298125
7949;772058202;way;;pharmacy;pharmacy;;;;;;;;;;;;;-49.0335918;-22.3271252
5732;382735512;way;UPA - Geisel/Redentor;clinic;clinic;general;yes;;;(14) 3104-1510;;Rua Antônio Manoel Costa;S/N;Presidente Geisel;Bauru;17032-631;;-49.0256758;-22.3269847
4006;12213455597;node;Clínica de Olhos Roma;doctor;doctors;ophthalmology;;;;;;Rua Rafael Pereira Martini;1183;;Bauru;;;-49.0251653;-22.3201026
10174;1292216408;way;Instituto Lauro Souza Lima;hospital;hospital;"ophthalmology;dermatology;biology;infectious_diseases";;Secre;public/government;;;Avenida São Carlos;;;Bauru;;;-48.9798088;-22.3264257
7151;637713485;way;Hospital Unimed Bauru;hospital;hospital;;yes;Unimed;private;(14) 3103-2121;https://www.unimedbauru.com.br/;Avenida Doutor Arnaldo Prado Curvello;10-110;;Bauru;;;-48.9761264;-22.3218981
10932;1449495398;way;Unidade Básica de Saúde Geisel;clinic;clinic;;;;;(14) 3281-9901;;Rua Anthero Donnini;S/N;Presidente Geisel;Bauru;17033-660;;-49.0293455;-22.3327482
10938;1450390785;way;Centro de Controle de Zoonoses;yes;;;;;;(14) 3103-8050;;Rua Henrique Hunzicker;S/N;Jardim Bom Samaritano;Bauru;17032-340;;-49.0358607;-22.3186771
10945;1450415201;way;Unidade de Assistência Farmacêutica Geisel/Redentor;pharmacy;pharmacy;;;;;;;Rua Anísio Castilho de Souza;2-43;Jardim Carolina;Bauru;17032-590;;-49.0267094;-22.321516
10954;1450434145;way;Unidade Básica de Saúde Redentor;clinic;clinic;;;;;(14) 3203-0539;;Rua São Lucas;3-30;Jardim Redentor;Bauru;17032-251;;-49.0311122;-22.316363
10951;1450427740;way;Unidade Básica de Saúde Octávio Rasi;clinic;clinic;;;;;(14) 3203-7715;;Rua Paulo Leivas Macalão;S/N;Otávio Rasi;Bauru;17039-159;;-49.0020901;-22.305974
10952;1450428160;way;Droga Rasi;pharmacy;pharmacy;;;;;;;Rua Carmini de Ângelo Delicato;4-22;Otávio Rasi;Bauru;17039-090;;-49.0037875;-22.3058988
9099;1073204812;way;Farmácia Unimed – Unidade 2 (Itaí);pharmacy;pharmacy;;;;;+55 14 3761-1055;https://www.unimedavare.com.br/;Rua 9 de Julho;1267;;Itaí;;;-49.0916553;-23.4173419
8974;1053143394;way;;pharmacy;pharmacy;;;;;;;;;;;;;-49.0982631;-23.4089957
1095;4360792427;node;Unidade de Saúde de Campos de Holambra;hospital;hospital;;;;;;;;;;;;;-48.8835182;-23.4442768
1093;4358191124;node;;hospital;hospital;;;;;;;;;;;;;-48.8741657;-23.4344487
4465;12921760471;node;Unimed  Avaré – Laboratório Unidade 3;laboratory;;;;;;+55 14 3761-1619;https://www.unimedavare.com.br/;Rua Aristides Pires;1138;;Itaí;;;-49.0905105;-23.4163872
4466;12921760472;node;Clínica de Especialidades Médicas Unimed;clinic;clinic;;;;;+55 14 3761-4097;https://www.unimedavare.com.br/;Rua Aristides Pires;1138;;Itaí;;;-49.0906259;-23.4162898
5178;201708312;way;Unidade Básica de Saúde Doutor Durval Garcia;clinic;clinic;;;;;;;;;;;;;-49.0909475;-23.4157962
5241;229674167;way;Unidade Básica de Saúde;clinic;clinic;;;;;;;;;;;;;-49.082993;-23.4214971
5284;237475247;way;Santa Casa de Misericórdia de Itaí;hospital;hospital;;;;;;;;;;;;;-49.0991667;-23.4202411
5580;323925159;way;Unidade Básica de Saúde Abel Rolim Pinheiro;clinic;clinic;;;;;;;;;;;;;-49.0993431;-23.4092645
5609;336609835;way;Centro de Saúde Bairro Santa Terezinha;clinic;clinic;;;;;;;;;;;;;-49.1861217;-23.3630681
2498;7969585212;node;Ubs Doutor José Deocleciano Ribeiro Filho;clinic;clinic;;;;;;;;;;;;;-48.4954709;-20.9312373
4833;13568720859;node;Unimed Bebedouro - Unimagem;doctor;doctors;general;;;;+55 17 3344.0025;https://www.unimed.coop.br/site/web/bebedouro/unimagem;Rua Coronel João Manoel;1124;;Bebedouro;;;-48.4844137;-20.9443946
1624;5266419015;node;Hospital Unimed Santa Casa;hospital;hospital;;;;private;+55 17 3345-9400;https://www.unimed.coop.br/site/web/bebedouro/hospital-unimed-santa-casa;Praça Santa Casa;134;;Bebedouro;;;-48.4839079;-20.9443798
4834;13568720861;node;Hospital Unimed Samaritano;hospital;hospital;;;;;+55 17 3344-1500;https://www.unimed.coop.br/site/web/bebedouro/sobre-o-hospital-samaritano;Rua Visconde do Rio Branco;45;;Bebedouro;;;-48.4833043;-20.9491795
2089;6389476030;node;Drogaria Marina;pharmacy;pharmacy;;;;;;;;;;;;;-48.4614204;-20.9454969
4835;13568720864;node;Unimed Bebedouro - Farmácia;pharmacy;pharmacy;;;;;+55 17 3344-9900;https://www.unimed.coop.br/site/web/bebedouro/farmacia-unimed-bebedouro;Avenida Raul Furquim;347;;Bebedouro;;;-48.4850841;-20.9465285
5367;260914288;way;Julia Pinto Caldeira;hospital;hospital;;yes;;;;;;;;;;;-48.4965684;-20.9346295
8262;856119788;way;Esf Doutor Ulisses de Carvalho;;clinic;;;Prefeitura Municipal;;+55 17 3342-4267;;Rua Augusto de Carvalho;260;Jardim Alvorada;;;;-48.5072558;-20.9441048
10578;1375345698;way;Hospital Regional de Bebedouro;hospital;hospital;;;Hospital de Amor;public;;;;;;;;;-48.4947902;-20.9488305
2576;8188401002;node;Unidade Básica de Saúde da Família Ribeiro;;clinic;;;Secretaria Municipal de Saúde e Promoção Social de Cerquilho;public;;;;;Loteamento Ribeiro;Cerquilho;;;-47.7976727;-23.2041583
5299;242396687;way;Santa Casa de Misricórdia de Cerquilho;hospital;hospital;;yes;;;+55 15 3384-8444;https://www.santacasacerquilho.com.br/;Rua Paulo Setúbal;200;;Cerquilho;18520-000;;-47.743966;-23.1713977
4133;12405866709;node;Grecchi Odontologia;dentist;dentist;"dental_oral_maxillo_facial_surgery;dentist";;;;+55 15 3284-2507;https://www.grecchiodontologia.com.br/;Avenida Corradi Segundo;430;Centro;Cerquilho;18526-036;yes;-47.7471518;-23.165686
8282;864751117;way;Policlínica Municipal Santa Madre Paulina;clinic;clinic;general;;;;+55 15 3384 3018;;Avenida Corradi Segundo;200;Centro;Cerquilho;18526-000;;-47.7470262;-23.1634738
10221;1305252951;way;;clinic;clinic;;;;;;;;;;;;;-47.7350876;-23.1645599
11024;1458062936;way;Unidade Básica de Saúde da Família Parque Alvorada;clinic;clinic;general;;Secretaria Municipal de Saúde e Promoção Social de Cerquilho;government;+55 15 3284 5200;;Rua Rio Grande do Sul;430;Parque Alvorada;;18520-346;;-47.7281871;-23.1655282
7571;695999635;way;Unidade Básica de Saúde Doutor Álvaro Ozório Alves Lima;clinic;clinic;;;;;;;Rua Doutor José Joaquim de Toledo;6;;Tietê;;;-47.6980837;-23.1277015
7574;696219282;way;Centro de Saúde Doutor Ruy Silveira Mello;clinic;clinic;;;;;;;Rua Onze de Agosto;75;;Tietê;;;-47.7125141;-23.107715
7601;698748064;way;Farmácia Municipal Doutor Luis Carlos Alves Lima;pharmacy;pharmacy;;;;;;;Rua Onze de Agosto;75;;Tietê;;;-47.7125507;-23.1075513
7579;696446048;way;Santa Casa de Misericórdia de Tietê;hospital;hospital;maternity;yes;;;+55 15 3285 9444;https://www.santacasatiete.com.br/;Rua Tenente Gelás;1035;Centro;Tietê;18530-000;;-47.7134506;-23.10654
7569;695997888;way;Centro Integrado de Saúde Doutor Franklin de Moura Campos;clinic;clinic;;;;;;;Avenida das Seringueiras;801;;Tietê;;;-47.7263583;-23.1053032
7573;696216983;way;Unidade de Saúde da Família José Mazzucatto;clinic;clinic;general;;;;+55 15 3282 3311;;Avenida São Paulo;;;Tietê;;;-47.7024076;-23.1015675
7575;696220239;way;Centro Odontológico Municipal Doutor Luiz Gonzaga Ferreira de Arruda;dentist;dentist;;;;;;;Rua Capitão João Batista Nitrini;111;;Tietê;;;-47.7158316;-23.0966322
7570;695998506;way;Centro de Saúde Doutor João José Rodrigues;clinic;clinic;;;;;;;Rua Pedro Lazarini;34;;Tietê;;;-47.6994103;-23.0922907
7568;695996838;way;Centro de Saúde Comendador Aurélio Persone;clinic;clinic;;;;;;;Avenida Augusto Assis Cruz;160;;Tietê;;;-47.714822;-23.0896073
7567;695995982;way;Centro de Saúde Doutor Pedro Biscaro Filho;clinic;clinic;;;;;;;Avenida Doutor Rafael Sidney Pannuzio;150;;Tietê;;;-47.7242835;-23.0823063
7602;698751177;way;Laboratório Municipal - Doutor Jorge Ferreira;laboratory;;;;;;;;Rua Tenente Gelás;599;;Tietê;;;-47.7139494;-23.1025688
2519;8118487338;node;Unidade Básica de Saúde da Família Vila São José;clinic;clinic;;;Secretaria Municipal de Saúde e Promoção Social de Cerquilho;public;;;;;;;;;-47.7351505;-23.1645447
2581;8196488195;node;Unidade Básica de Saúde da Família Centro;clinic;clinic;;;Secretaria Municipal de Saúde e Promoção Social de Cerquilho;public;+55 15 3288 1677;;Rua da Fazendinha;93;Centro;Cerquilho;;;-47.7446884;-23.1607507
2617;8334245861;node;Unidade Básica de Saúde da Família Vila Pedroso;clinic;clinic;;;Secretaria Municipal de Saúde e Promoção Social de Cerquilho;public;;;Rua do Machado;;Vila Pedroso;Cerquilho;;;-47.7454032;-23.152742
2625;8391104461;node;Centro Integrado de Saúde;clinic;clinic;;;Secretaria Municipal de Saúde e Promoção Social de Cerquilho;public;+55 15 3288 4110;;Rua da Fazendinha;333;Centro;Cerquilho;;;-47.7443746;-23.1584129
2508;8069312726;node;Drogaria Baronesa;pharmacy;pharmacy;;;;;;;Avenida Itambé;;Baronesa;;;;-45.5649782;-23.0444771
2631;8401122701;node;PAMO Baronesa;clinic;clinic;;;;;+55 12 3631 0252;;Rua Monsenhor Antônio Gomes Vieira;89;Jardim Baronesa;;12091-150;;-45.5631164;-23.0429727
3033;9979609862;node;;pharmacy;pharmacy;;;;;;;;;;;;;-45.5657858;-23.042273
3026;9951294614;node;;pharmacy;pharmacy;;;;;;;;;;;;;-45.5663723;-23.0415772
8773;993285455;way;Drogaria Continental;pharmacy;pharmacy;;;Grupo Multifarma;;+55 12 3635 1842;;Rua Elzira Tavares de Mattos;;Jardim Continental II;;;;-45.5746895;-23.0629194
10173;1292190645;way;Centro de Medicina da Aviação do Exército;hospital;hospital;;;;;;;;;;;;;-45.5248485;-23.0441366
3353;10901582634;node;AME de Taubaté;hospital;hospital;;;;;;;;;;;;;-45.5485124;-23.0107775
2950;9709768984;node;Espaço ideal;clinic;clinic;;;;;;;;;;;;;-45.5530678;-23.0060514
2812;9177330022;node;Drogaria Califórnia;pharmacy;pharmacy;;;;;+55 12 3633 7124;;Avenida Francisco Barreto Leme;;Jardim Califórnia;;;;-45.5502187;-23.0041892
4581;13163281546;node;Poupa Farma;pharmacy;pharmacy;;;;;;;Avenida Francisco Barreto Leme;;Jardim Califórnia;taubaté;12062-130;;-45.5503716;-23.0034933
6693;556022778;way;ESF 6 - Flor do Vale;clinic;clinic;general;;;;;;;;;;;;-45.5433524;-22.9923585
6692;556022208;way;ESF 5 - Guedes;clinic;clinic;;;;;;;;;;;;;-45.5592154;-22.9805315
6691;556021482;way;Estratégia de Saúde da Família -4 Benvirá;clinic;clinic;;;;;+55 12 3674 1631;;Rua Doutor Hipólito José Ribeiro;243;Jardim Santana;;12122-000;;-45.5494183;-22.9743411
4573;13140946901;node;Grupo Multifarma medicamentos e perfumaria;;pharmacy;;;;;"(12) 3672-2789;(12) 99114-7780";;Rua Justino Antunes;316;;;12122-026;;-45.5445559;-22.9721843
6690;556021237;way;Estratégia da Saúde de Família 3 - Jardim Santana;clinic;clinic;;;;;+55 12 3674 0227;;Rua Quiririm;110;Parque Nossa Senhora da Glória;;12120-000;;-45.5444528;-22.9706788
6694;556030527;way;ESF 2 - Jardim Maracaibo;clinic;clinic;;;;;;;;;;;;;-45.6327157;-22.963246
6681;555252189;way;Pronto Atendimento Municipal Paulo Barbosa Rangel;hospital;hospital;general;yes;Secretaria Municipal da Saúde;government;+55 12  3672 4189;;Avenida Audra;316;Centro;;12120-000;;-45.5527453;-22.9631855
6662;552636134;way;Centro de Saúde Tremembé;clinic;clinic;;;;;;;;;;;;;-45.5454573;-22.9618362
6500;543987896;way;Hospital 10 de Julho Unimed;hospital;hospital;;;;;;https://www.hospital10dejulho.com.br/;;;;;;;-45.4687677;-22.9469906
6188;473240145;way;Santa Casa de Misericórdia de Pindamonhangaba;hospital;hospital;;;;;;;;;;;;;-45.458504;-22.93171
6710;556734891;way;Estratégia de Saúde da Família -1 Parque Nossa Senhora da Glória;clinic;clinic;;;;;+55 12 3672 3442;;Rua Cachoeira Paulista;81;Parque Nossa Senhora da Glória;;12120-228;;-45.5413716;-22.9706703
6711;556749750;way;Hospital Bom Jesus;hospital;hospital;;;;;;;;;;;;;-45.5451669;-22.9611695
7298;667714588;way;Unidade Básica de Saúde Mais Mourisco;clinic;clinic;"general;paediatrics;vaccination;gynaecology";;;;+55 12 3622 6773;;Avenida Santina Alvissus Fernandes;;Jardim Mourisco;;12061-180;;-45.5603772;-23.0079513
7829;730962799;way;Unidade Básica de Saúde Bem Viver;clinic;clinic;"general;paediatrics;gynaecology";;;;;;Rua Carlos Lopes Guedes Filho;;Residencial Nova Esperança;;12426-201;;-45.5074807;-22.9394663
8021;791514162;way;PLANI Medicina Diagnóstica;laboratory;;;;;;;;Ladeira Barão de Pindamonhangaba;84;Bosque da Princesa;Pindamonhangaba;;;-45.4620978;-22.9217958
8022;791942826;way;PoupaFarma;pharmacy;pharmacy;;;;;;;Rua dos Expedicionários;;Centro;Pindamonhangaba;;;-45.461042;-22.9262878
8023;791945242;way;Droga Raia;pharmacy;pharmacy;;;;;;;Avenida Coronel Fernando Prestes;;Centro;Pindamonhangaba;;;-45.4609616;-22.9265215
8240;846586102;way;Droga Bella;pharmacy;pharmacy;;;;;;;Rua São João Bosco;;;;;;-45.4491024;-22.9222076
8244;847243542;way;Unidade Básica Saúde da Família Vereador Nelson Naressi;clinic;clinic;"general;paediatrics;gynaecology;vaccination";;Secretaria Municipal da Saúde;government;+55 12 3645 2606;;Avenida Professor Félix Adib Miguel;;Vila Verde;;12412-700;;-45.4577155;-22.9578338
8397;904602689;way;UPA San Marino;hospital;hospital;general;yes;Santa Casa de Misericórdia de Chavantes;private_non_profit;+55 12 3608 6788;https://santacasachavantes.org/;Rua Cacilda Pinto da Silva;;Residencial San Marino;;;;-45.524209;-23.0032464
8398;904603033;way;Unidade de Pronto Atendimento Santa Helena;hospital;hospital;general;yes;;;+55 12 3635 2735;;Avenida Amaleto Marino;60;Santa Helena;;12053-831;;-45.5762162;-22.9978178
8747;990981108;way;EMAD Qualist;clinic;clinic;;;;;+55 12 3621 6050;;Rua Francisco Escobar;;Jardim Mourisco;;12061-120;;-45.5597959;-23.0081336
8748;991007979;way;Drogaria Rosa de Ouro;pharmacy;pharmacy;;;;;+55 12 3621 2399;;;;;;;;-45.5546892;-23.0090992
8775;993359277;way;Drograria Ultra popular;pharmacy;pharmacy;;;;;+55 12 3632 1631;;Avenida Francisco Barreto Leme;;Jardim Califórnia;;;;-45.5506381;-23.0044556
8777;993447403;way;Drogasil;pharmacy;pharmacy;;;;;+55 12 3672 1201;;Rua Tom Jobim;163;;;12120-000;yes;-45.5495409;-22.9958984
8787;995762462;way;Centro de Diagnose José Gilberto Meirelles;laboratory;;;;;;;;Avenida Audra;324;;;12125-010;;-45.5526252;-22.9635434
8788;995762463;way;Pronto Atendimento Anexo José Benedito Couto Filho;hospital;hospital;;;;;;;Avenida Audra;316;Centro;;;;-45.5526838;-22.963394
8798;996748127;way;Clínica Bueri;clinic;clinic;fertility;;;;;;Rua Doutor Campos Sales;614;;;;;-45.4634932;-22.932007
8799;996750249;way;Droga Bella;pharmacy;pharmacy;;;;;;;Rua Major João Alfredo Homem de Mello;;;;;;-45.4633887;-22.9325822
9127;1076440132;way;Centro de Especialidades Odontológicas;dentist;dentist;;;;;;;Avenida Monsenhor João José de Azevedo;554;Crispim;;12402-010;;-45.4514579;-22.917909
6227;479942832;way;;hospital;hospital;;;;;;;;;;;;;-45.5886206;-23.0242244
7405;681516821;way;Unidade Básica de Saúde Mais - Independência;clinic;clinic;"general;paediatrics;gynaecology;vaccination";no;;;+55 12 3682 0213;;Avenida Independência;1640;Parque Independência;;12032-000;;-45.5873858;-23.0393376
2862;9402134917;node;Farma Conde;pharmacy;pharmacy;;;;;1235008090;;Rua Antônio Camilher Filho;;;;;;-45.5853182;-23.0388058
6334;504413931;way;Farma Total;pharmacy;pharmacy;;;;;+55 12 3681 2086;;Avenida Assis Chateaubriand;11;;Taubaté;;;-45.5850473;-23.0390505
4857;13605181079;node;Drogasil;pharmacy;pharmacy;;;;;;;Avenida Independência;1130 - 1136;Independência;Taubaté;12031-001;yes;-45.5825503;-23.0379652
8312;879059095;way;Droga Quinze;pharmacy;pharmacy;;;;;;;Avenida Charles Schneider;1625;;;;;-45.5821062;-23.025668
2619;8353665537;node;Droga Raia;pharmacy;pharmacy;;;;;;;Avenida Charles Schneider;;;;;;-45.5813526;-23.0258578
8378;898182314;way;Supra Odontologia;dentist;dentist;;;;;+55 12 3432 7007;http://supraodontologia.com.br/;Rua Noruega;130;Jardim das Nações;;;;-45.5793098;-23.0332139
8267;858321316;way;Drogaria Total;pharmacy;pharmacy;;;;;;;Estrada Municipal do Barreiro;;;;;;-45.5775439;-23.0535467
8227;843616633;way;Drogasil;pharmacy;pharmacy;;;;;;;;;;;;yes;-45.5758846;-23.0371156
4145;12413928954;node;Cecília Medeiros;psychotherapist;;;;;;+55 12 99737 9060;;Av. Charles Schnneider,  Barranco;781;;Taubaté;12040-001;designated;-45.5751615;-23.0248479
2835;9278380159;node;Edra Odontologia;clinic;clinic;dentist;;;;;;Avenida John Fitzgerald Kennedy;1142;Jardim das Nações;Taubaté;12030-200;yes;-45.5747699;-23.0351169
3285;10785403024;node;Drogaria São Paulo;pharmacy;pharmacy;;;;;;;Avenida Charles Schnneider;840;;;;;-45.5740077;-23.02458
4066;12271643592;node;Drogasil;pharmacy;pharmacy;;;;;;;Rua Domingos Rodrigues do Prado, Vila Edmundo;21;;;;yes;-45.5731746;-23.0245781
4777;13457953201;node;Clínica Virtuti;doctor;doctors;;;;;;;Rua Venezuela;21;;;12030-310;;-45.5727711;-23.0316272
7363;677304012;way;PAMO (Estiva);clinic;clinic;general;;;;;;Rua Renato Braga;;Vila Santa Isabel;Taubaté;;;-45.5699607;-23.0158737
2045;6340811388;node;Drogaria São Rafael;pharmacy;pharmacy;;;;;;;Avenida Vila Rica;635;Chácara do Visconde;Taubaté;12050-480;;-45.5687333;-23.0152542
3340;10868946099;node;Spx diagnóstico de imagem;clinic;clinic;;;;;;;Rua Portugal;222;;;;;-45.5686468;-23.0296442
5304;245060616;way;Centro de Especialidades;clinic;clinic;;;;;;;Rua Doutor Benedito Cursino dos Santos;;Jardim das Nações;;12030-190;;-45.5682694;-23.0306054
5303;245060615;way;UPA Central;hospital;hospital;general;yes;;;+55 12 3621 3800;;Rua Doutor Benedito Cursino dos Santos;101;Jardim das Nações;;12030-190;yes;-45.5673225;-23.0300417
4817;13536773566;node;Unimed Taubaté - Centro Médico;laboratory;;;;;;+55 12 036349-000;https://www.unimed.coop.br/site/web/taubate;Avenida Tiradentes;111;;Taubaté;;;-45.5670556;-23.0278007
3698;11755272357;node;Cardiocentro;laboratory;;;;;;+55 12 3634-9000;;Avenida Tiradentes, Jardim das Nações;111;;;;;-45.5670046;-23.0277765
6226;479940223;way;Hospital Regional do Vale do Paraíba;hospital;hospital;"oncology;ophthalmology;cardiology;surgery;hemodialysis;nephrology";;Sociedade Beneficente São Camilo;public;+55 12 3634 2000;http://hospitalregional.org.br/;Avenida Tiradentes;280;Jardim das Nações;Taubaté;12030-180;;-45.5668687;-23.0294723
1039;4286932155;node;Droga Quinze;pharmacy;pharmacy;;;;;;;;;;;;;-45.5662126;-23.029195
4706;13382127301;node;Drogaria São Paulo;;pharmacy;;;;;;;Rua Felipe Cursino de Moura;430;;;12052-090;;-45.5648676;-23.0149881
3748;11825691869;node;Clínica Plani;laboratory;;;;Plani;;12-36211004;http://plani.com.br;Avenida Nove de Julho;216;;;12020-200;;-45.5630018;-23.0243639
1040;4286932159;node;Drogasil;pharmacy;pharmacy;;;;;;;;;;;;yes;-45.5626093;-23.0307366
